0,01;150,07
0,51;150,05
1,02;149,13
1,53;147,41
2,04;145,28
2,54;142,56
3,05;140,17
3,55;137,81
4,06;135,51
4,56;133,29
5,07;131,17
5,57;129,14
6,08;127,21
6,58;125,36
7,09;123,61
7,6;121,93
8,1;120,33
8,61;118,81
9,11;117,35
9,62;115,95
10,13;114,62
10,63;113,33
11,14;112,11
11,64;110,93
12,15;109,57
12,65;108,48
13,16;107,44
13,66;106,44
14,17;105,47
14,68;104,54
15,18;103,64
15,69;102,76
16,19;101,92
16,7;101,11
17,2;100,32
17,71;99,56
18,21;98,82
18,72;98,1
19,22;97,41
19,74;96,73
20,24;96,08
20,75;95,44
21,25;94,82
21,76;94,1
22,26;93,52
22,77;92,95
23,28;92,4
23,78;91,88
24,29;91,35
24,79;90,83
25,3;90,33
25,8;89,85
26,31;89,37
26,82;88,91
27,32;88,45
27,83;88
28,34;87,57
28,85;87,14
29,35;86,72
29,86;86,31
30,36;85,83
30,87;85,44
31,37;85,05
31,88;84,68
32,38;84,31
32,89;83,94
33,39;83,58
33,9;83,23
34,41;82,89
34,91;82,55
35,42;82,22
35,92;81,89
36,43;81,56
36,93;81,25
37,44;80,93
37,95;80,62
38,45;80,32
38,96;80,02
39,47;79,72
39,97;79,37
40,48;79,09
40,98;78,81
41,49;78,53
41,99;78,25
42,5;77,98
43;77,71
43,51;77,45
44,02;77,19
44,52;76,93
45,03;76,67
45,53;76,43
46,04;76,18
46,54;75,93
47,06;75,68
47,56;75,44
48,07;75,2
48,57;74,97
49,08;74,68
49,58;74,45
50,09;74,22
50,59;74
51,1;73,77
51,6;73,55
52,11;73,32
52,62;73,1
53,12;72,88
53,63;72,67
54,13;72,45
54,64;72,24
55,14;72,04
55,65;71,83
56,15;71,62
56,66;71,42
57,17;71,22
57,67;71,01
58,18;70,81
58,69;70,57
59,19;70,38
59,7;70,18
60,2;69,99
60,71;69,8
61,21;69,6
61,72;69,41
62,22;69,23
62,73;69,04
63,23;68,85
63,74;68,67
64,24;68,48
64,75;68,3
65,25;68,12
65,77;67,94
66,27;67,76
66,78;67,59
67,28;67,41
67,79;67,2
68,29;67,02
68,8;66,85
69,3;66,68
69,81;66,51
70,31;66,33
70,82;66,16
71,32;65,99
71,83;65,83
72,33;65,66
72,84;65,49
73,34;65,33
73,85;65,16
74,36;65
74,86;64,84
75,37;64,68
75,88;64,51
76,38;64,35
76,89;64,19
77,39;64,01
77,9;63,85
78,4;63,69
78,91;63,54
79,42;63,38
79,92;63,23
80,43;63,07
80,93;62,92
81,44;62,77
81,94;62,62
82,45;62,47
82,95;62,32
83,46;62,17
83,96;62,02
84,47;61,87
84,98;61,72
85,49;61,57
85,99;61,43
86,5;61,29
87;61,11
87,51;60,97
88,02;60,83
88,52;60,68
89,02;60,54
89,53;60,4
90,04;60,26
90,54;60,12
91,05;59,98
91,55;59,85
92,06;59,71
92,56;59,57
93,07;59,43
93,57;59,3
94,08;59,16
94,59;59,02
95,1;58,89
95,6;58,76
96,11;58,59
96,61;58,46
97,12;58,33
97,62;58,2
98,13;58,06
98,64;57,93
99,14;57,8
99,65;57,68
100,15;57,55
100,66;57,42
101,16;57,29
101,67;57,16
102,17;57,04
102,68;56,91
103,18;56,79
103,7;56,66
104,2;56,54
104,71;56,41
105,21;56,29
105,72;56,14
106,22;56,02
106,73;55,9
107,23;55,77
107,74;55,65
108,24;55,53
108,75;55,41
109,26;55,3
109,76;55,18
110,27;55,06
110,77;54,94
111,28;54,82
111,78;54,7
112,29;54,59
112,8;54,47
113,31;54,35
113,81;54,24
114,32;54,13
114,82;53,99
115,33;53,88
115,83;53,76
116,34;53,65
116,84;53,53
117,35;53,42
117,86;53,31
118,36;53,2
118,86;53,09
119,37;52,98
119,88;52,87
120,38;52,76
120,89;52,65
121,39;52,54
121,9;52,43
122,41;52,32
122,91;52,22
123,42;52,11
123,92;51,98
124,43;51,88
124,93;51,77
125,44;51,67
125,94;51,56
126,45;51,46
126,95;51,35
127,46;51,25
127,96;51,15
128,47;51,04
128,97;50,94
129,48;50,84
129,98;50,74
130,49;50,64
131;50,54
131,51;50,44
132,01;50,34
132,52;50,24
133,02;50,14
133,53;50,02
134,04;49,92
134,54;49,82
135,05;49,72
135,55;49,63
136,06;49,53
136,56;49,43
137,07;49,34
137,57;49,24
138,08;49,15
138,58;49,05
139,09;48,96
139,59;48,86
140,1;48,77
140,6;48,67
141,12;48,58
141,62;48,49
142,13;48,4
142,63;48,3
143,14;48,19
143,64;48,11
144,15;48,01
144,65;47,92
145,16;47,83
145,66;47,74
146,17;47,65
146,67;47,56
147,18;47,47
147,68;47,38
148,19;47,3
148,7;47,21
149,2;47,12
149,71;47,04
150,21;46,95
150,73;46,86
151,23;46,78
151,74;46,69
152,24;46,61
152,75;46,5
153,25;46,42
153,76;46,33
154,26;46,25
154,77;46,17
155,27;46,08
155,78;46
156,29;45,91
156,79;45,83
157,3;45,75
157,8;45,67
158,31;45,59
158,81;45,5
159,32;45,42
159,83;45,34
160,34;45,26
160,84;45,18
161,35;45,1
161,85;45,01
162,36;44,93
162,87;44,85
163,37;44,77
163,88;44,69
164,39;44,61
164,89;44,53
165,4;44,46
165,9;44,38
166,41;44,3
166,91;44,23
167,42;44,15
167,92;44,08
168,44;44
168,94;43,93
169,45;43,85
169,95;43,76
170,46;43,69
170,96;43,61
171,47;43,54
171,98;43,47
172,48;43,39
172,99;43,32
173,49;43,24
174;43,17
174,5;43,1
175,01;43,03
175,51;42,96
176,02;42,89
176,52;42,81
177,03;42,74
177,54;42,67
178,05;42,6
178,55;42,53
179,06;42,45
179,57;42,38
180,07;42,31
180,58;42,24
181,08;42,17
181,59;42,1
182,09;42,03
182,6;41,97
183,1;41,9
183,61;41,83
184,12;41,76
184,62;41,7
185,13;41,63
185,63;41,56
186,14;41,5
186,65;41,43
187,15;41,37
187,66;41,3
188,16;41,23
188,67;41,16
189,18;41,09
189,68;41,03
190,19;40,96
190,69;40,9
191,2;40,84
191,7;40,77
192,21;40,71
192,72;40,65
193,22;40,58
193,73;40,52
194,23;40,46
194,74;40,4
195,25;40,33
195,75;40,27
196,26;40,21
196,77;40,15
197,28;40,08
197,78;40,01
198,29;39,95
198,79;39,89
199,3;39,83
199,8;39,77
200,31;39,71
200,81;39,65
201,32;39,6
201,82;39,54
202,33;39,47
202,84;39,42
203,34;39,36
203,85;39,3
204,35;39,24
204,86;39,19
205,36;39,13
205,87;39,07
206,37;39,02
206,88;38,95
207,39;38,89
207,89;38,84
208,4;38,78
208,9;38,72
209,41;38,67
209,91;38,61
210,42;38,56
210,92;38,5
211,43;38,45
211,94;38,39
212,44;38,34
212,95;38,28
213,46;38,23
213,97;38,17
214,47;38,12
214,98;38,07
215,48;38
215,99;37,95
216,49;37,9
217;37,84
217,5;37,79
218,01;37,74
218,52;37,69
219,02;37,64
219,53;37,58
220,03;37,53
220,54;37,48
221,04;37,43
221,55;37,38
222,06;37,33
222,57;37,27
223,07;37,22
223,58;37,17
224,08;37,13
224,59;37,06
225,09;37,01
225,6;36,96
226,11;36,91
226,61;36,87
227,12;36,82
227,62;36,77
228,13;36,72
228,63;36,67
229,14;36,62
229,65;36,57
230,15;36,53
230,66;36,48
231,17;36,43
231,68;36,38
232,18;36,34
232,69;36,28
233,19;36,23
233,7;36,18
234,2;36,14
234,71;36,09
235,21;36,05
235,72;36
236,22;35,95
236,73;35,91
237,24;35,86
237,74;35,82
238,25;35,77
238,75;35,73
239,26;35,68
239,76;35,64
240,28;35,59
240,78;35,55
241,29;35,5
241,79;35,46
242,3;35,41
242,8;35,36
243,31;35,32
243,81;35,27
244,32;35,23
244,82;35,19
245,33;35,14
245,83;35,1
246,34;35,06
246,84;35,02
247,35;34,97
247,86;34,93
248,36;34,89
248,87;34,85
249,38;34,8
249,89;34,76
250,39;34,72
250,9;34,67
251,4;34,63
251,91;34,59
252,42;34,55
252,92;34,51
253,43;34,47
253,94;34,43
254,44;34,38
254,95;34,35
255,45;34,3
255,96;34,27
256,46;34,23
256,97;34,19
257,47;34,15
257,98;34,11
258,49;34,07
259;34,03
259,5;33,99
260,01;33,95
260,51;33,91
261,02;33,87
261,53;33,83
262,03;33,79
262,54;33,75
263,04;33,71
263,55;33,67
264,05;33,64
264,56;33,6
265,06;33,56
265,57;33,53
266,08;33,49
266,58;33,45
267,09;33,41
267,6;33,38
268,1;33,34
268,61;33,3
269,12;33,27
269,62;33,22
270,13;33,19
270,63;33,15
271,14;33,11
271,64;33,08
272,15;33,04
272,65;33,01
273,16;32,97
273,66;32,94
274,17;32,9
274,67;32,87
275,18;32,83
275,68;32,8
276,19;32,76
276,69;32,73
277,2;32,69
277,71;32,66
278,22;32,62
278,72;32,58
279,23;32,55
279,73;32,52
280,24;32,48
280,74;32,45
281,25;32,41
281,76;32,38
282,26;32,35
282,77;32,31
283,27;32,28
283,78;32,25
284,28;32,22
284,79;32,18
285,3;32,15
285,81;32,12
286,31;32,09
286,82;32,05
287,32;32,02
287,83;31,98
288,34;31,95
288,84;31,92
289,34;31,89
289,85;31,86
290,36;31,83
290,86;31,79
291,37;31,76
291,87;31,73
292,38;31,7
292,89;31,67
293,39;31,64
293,9;31,61
294,41;31,58
294,92;31,55
295,42;31,52
295,93;31,48
296,43;31,45
296,94;31,42
297,44;31,39
297,95;31,36
298,45;31,33
298,96;31,3
299,46;31,27
299,97;31,24
300,48;31,21
300,98;31,18
301,49;31,15
301,99;31,12
302,5;31,1
303;31,07
303,52;31,04
304,02;31,01
304,53;30,98
305,03;30,95
305,54;30,92
306,04;30,89
306,55;30,86
307,05;30,83
307,56;30,81
308,06;30,78
308,57;30,75
309,07;30,72
309,58;30,69
310,08;30,67
310,59;30,64
311,09;30,61
311,6;30,58
312,1;30,56
312,61;30,53
313,12;30,5
313,62;30,48
314,13;30,45
314,63;30,42
315,14;30,39
315,64;30,37
316,15;30,34
316,65;30,31
317,16;30,29
317,66;30,26
318,17;30,23
318,67;30,21
319,18;30,18
319,68;30,16
320,19;30,13
320,69;30,1
321,2;30,08
321,7;30,05
322,21;30,03
322,71;30
323,23;29,98
323,73;29,95
324,24;29,93
324,75;29,9
325,25;29,87
325,76;29,85
326,26;29,82
326,77;29,8
327,27;29,77
327,78;29,75
328,28;29,73
328,79;29,7
329,29;29,68
329,8;29,65
330,3;29,63
330,81;29,61
331,31;29,58
331,82;29,56
332,32;29,53
332,84;29,51
333,34;29,49
333,85;29,46
334,35;29,44
334,86;29,41
335,36;29,39
335,87;29,37
336,37;29,34
336,88;29,32
337,38;29,3
337,89;29,27
338,39;29,25
338,9;29,23
339,4;29,21
339,91;29,18
340,42;29,16
340,93;29,14
341,44;29,12
341,94;29,09
342,45;29,07
342,95;29,05
343,46;29,02
343,96;29
344,47;28,98
344,98;28,96
345,48;28,94
345,99;28,92
346,49;28,89
347;28,87
347,5;28,85
348,01;28,83
348,52;28,81
349,02;28,79
349,53;28,77
350,03;28,74
350,54;28,72
351,05;28,7
351,56;28,68
352,06;28,66
352,57;28,64
353,07;28,62
353,58;28,59
354,08;28,57
354,59;28,55
355,09;28,53
355,6;28,51
356,1;28,49
356,61;28,47
357,11;28,45
357,62;28,43
358,12;28,41
358,63;28,39
359,13;28,37
359,64;28,35
360,14;28,33
360,66;28,31
361,16;28,29
361,67;28,27
362,17;28,25
362,68;28,23
363,18;28,21
363,69;28,19
364,2;28,17
364,7;28,15
365,21;28,14
365,71;28,12
366,22;28,1
366,72;28,08
367,23;28,06
367,73;28,04
368,24;28,02
368,74;28
369,25;27,99
369,76;27,97
370,26;27,95
370,77;27,93
371,27;27,91
371,78;27,89
372,28;27,87
372,79;27,85
373,29;27,84
373,8;27,82
374,3;27,8
374,81;27,78
375,32;27,76
375,82;27,74
376,33;27,73
376,83;27,71
377,34;27,69
377,84;27,68
378,35;27,66
378,85;27,64
379,37;27,62
379,87;27,61
380,38;27,59
380,88;27,57
381,39;27,55
381,89;27,53
382,4;27,52
382,9;27,5
383,41;27,48
383,92;27,46
384,42;27,45
384,93;27,43
385,43;27,42
385,94;27,4
386,44;27,38
386,95;27,37
387,45;27,35
387,96;27,33
388,47;27,32
388,98;27,3
389,48;27,28
389,99;27,27
390,49;27,25
391;27,23
391,5;27,21
392,01;27,2
392,52;27,18
393,02;27,17
393,53;27,15
394,03;27,13
394,54;27,12
395,04;27,1
395,55;27,09
396,05;27,07
396,56;27,06
397,06;27,04
397,58;27,03
398,08;27,01
398,59;27
399,09;26,98
399,6;26,96
400,1;26,95
400,61;26,93
401,11;26,92
401,62;26,9
402,13;26,89
402,63;26,87
403,14;26,85
403,64;26,84
404,15;26,83
404,65;26,81
405,16;26,8
405,66;26,78
406,17;26,77
406,68;26,75
407,19;26,74
407,69;26,72
408,2;26,71
408,7;26,69
409,21;26,68
409,72;26,66
410,22;26,65
410,73;26,64
411,23;26,62
411,74;26,61
412,24;26,59
412,75;26,58
413,25;26,56
413,76;26,55
414,26;26,54
414,77;26,52
415,28;26,51
415,79;26,49
416,29;26,48
416,8;26,47
417,3;26,45
417,81;26,44
418,31;26,42
418,82;26,41
419,32;26,4
419,83;26,38
420,33;26,37
420,84;26,36
421,34;26,34
421,85;26,33
422,36;26,32
422,86;26,3
423,37;26,29
423,87;26,28
424,38;26,26
424,88;26,25
425,39;26,24
425,9;26,22
426,41;26,21
426,91;26,2
427,42;26,18
427,92;26,17
428,43;26,16
428,93;26,15
429,44;26,13
429,94;26,12
430,45;26,11
430,95;26,1
431,46;26,08
431,96;26,07
432,47;26,06
432,97;26,05
433,48;26,03
433,98;26,02
434,49;26,01
435;26
435,51;25,99
436,01;25,97
436,52;25,96
437,02;25,95
437,53;25,93
438,03;25,92
438,54;25,91
439,04;25,9
439,55;25,89
440,06;25,87
440,56;25,86
441,06;25,85
441,57;25,84
442,08;25,83
442,58;25,82
443,09;25,81
443,59;25,79
444,1;25,78
444,61;25,77
445,12;25,76
445,62;25,75
446,13;25,74
446,63;25,72
447,14;25,71
447,64;25,7
448,15;25,69
448,65;25,68
449,16;25,67
449,66;25,65
450,17;25,64
450,67;25,63
451,18;25,62
451,68;25,61
452,19;25,6
452,69;25,59
453,2;25,58
453,7;25,57
454,22;25,56
454,72;25,55
455,23;25,53
455,73;25,52
456,24;25,51
456,74;25,5
457,25;25,49
457,76;25,48
458,26;25,47
458,77;25,46
459,27;25,45
459,78;25,44
460,28;25,43
460,79;25,41
461,29;25,4
461,8;25,4
462,3;25,39
462,81;25,37
463,32;25,36
463,83;25,35
464,33;25,34
464,84;25,33
465,34;25,32
465,85;25,31
466,35;25,3
466,86;25,29
467,36;25,28
467,87;25,27
468,37;25,26
468,88;25,25
469,39;25,24
469,89;25,23
470,4;25,22
470,9;25,21
471,41;25,2
471,91;25,19
472,42;25,18
472,93;25,17
473,44;25,16
473,94;25,16
474,45;25,14
474,95;25,13
475,46;25,12
475,96;25,11
476,47;25,1
476,97;25,1
477,48;25,09
477,98;25,08
478,49;25,07
478,99;25,06
479,5;25,05
480,01;25,04
480,51;25,03
481,02;25,02
481,52;25,01
482,04;25
482,54;25
483,05;24,99
483,55;24,98
484,06;24,96
484,56;24,96
485,07;24,95
485,57;24,94
486,08;24,93
486,59;24,92
487,09;24,91
487,6;24,9
488,1;24,89
488,61;24,89
489,11;24,88
489,62;24,87
490,12;24,86
490,63;24,85
491,14;24,84
491,64;24,83
492,15;24,82
492,66;24,82
493,16;24,81
493,67;24,8
494,17;24,79
494,68;24,78
495,18;24,77
495,69;24,76
496,19;24,76
496,7;24,75
497,2;24,74
497,71;24,73
498,21;24,72
498,72;24,71
499,22;24,71
499,73;24,7
500,23;24,69
500,75;24,68
501,25;24,67
501,76;24,66
502,26;24,66
502,77;24,65
503,28;24,64
503,78;24,63
504,28;24,62
504,79;24,61
505,3;24,61
505,8;24,6
506,31;24,59
506,81;24,58
507,32;24,58
507,82;24,57
508,33;24,56
508,83;24,55
509,34;24,54
509,85;24,54
510,36;24,53
510,86;24,52
511,37;24,51
511,87;24,5
512,38;24,5
512,88;24,49
513,39;24,48
513,89;24,48
514,4;24,47
514,91;24,46
515,41;24,45
515,92;24,44
516,42;24,44
516,93;24,43
517,43;24,42
517,94;24,41
518,44;24,41
518,95;24,4
519,46;24,39
519,97;24,39
520,47;24,38
520,98;24,37
521,48;24,36
521,99;24,36
522,49;24,35
523;24,34
523,5;24,33
524,01;24,33
524,51;24,32
525,02;24,31
525,52;24,31
526,03;24,3
526,54;24,29
527,04;24,28
527,55;24,28
528,05;24,27
528,56;24,26
529,07;24,26
529,58;24,25
530,08;24,24
530,58;24,24
531,09;24,23
531,6;24,22
532,1;24,22
532,6;24,21
533,11;24,2
533,62;24,2
534,12;24,19
534,62;24,18
535,13;24,18
535,63;24,17
536,14;24,16
536,64;24,16
537,15;24,15
537,65;24,14
538,16;24,13
538,67;24,13
539,18;24,12
539,68;24,12
540,19;24,11
540,69;24,1
541,2;24,1
541,7;24,09
542,21;24,08
542,71;24,08
543,22;24,07
543,72;24,06
544,23;24,06
544,73;24,05
545,24;24,05
545,74;24,04
546,25;24,03
546,76;24,03
547,26;24,02
547,77;24,01
548,27;24,01
548,78;24
549,29;24
549,8;23,99
550,3;23,98
550,81;23,98
551,31;23,97
551,82;23,96
552,32;23,96
552,83;23,95
553,33;23,95
553,84;23,94
554,34;23,94
554,85;23,93
555,36;23,92
555,86;23,92
556,36;23,91
556,87;23,91
557,38;23,9
557,89;23,89
558,39;23,89
558,9;23,88
559,4;23,88
559,91;23,87
560,41;23,86
560,92;23,86
561,43;23,85
561,93;23,85
562,44;23,84
562,94;23,83
563,45;23,83
563,95;23,82
564,46;23,82
564,96;23,82
565,47;23,81
565,97;23,8
566,48;23,8
566,99;23,79
567,5;23,79
568;23,78
568,51;23,78
569,01;23,77
569,52;23,76
570,03;23,76
570,53;23,75
571,04;23,75
571,54;23,74
572,05;23,74
572,55;23,73
573,06;23,72
573,56;23,72
574,07;23,71
574,58;23,71
575,08;23,7
575,59;23,7
576,09;23,69
576,6;23,69
577,11;23,68
577,62;23,68
578,12;23,67
578,63;23,67
579,13;23,66
579,64;23,66
580,14;23,65
580,65;23,65
581,15;23,64
581,66;23,64
582,16;23,63
582,67;23,63
583,18;23,62
583,68;23,62
584,19;23,61
584,69;23,61
585,2;23,6
585,71;23,6
586,22;23,59
586,72;23,59
587,23;23,58
587,73;23,58
588,24;23,57
588,74;23,57
589,25;23,56
589,76;23,56
590,26;23,55
590,77;23,55
591,27;23,54
591,78;23,54
592,28;23,53
592,79;23,53
593,29;23,53
593,8;23,52
594,3;23,52
594,82;23,51
595,32;23,51
595,83;23,5
596,33;23,5
596,84;23,49
597,34;23,49
597,85;23,48
598,35;23,48
598,86;23,47
599,36;23,47
599,87;23,46
600,37;23,46
600,88;23,46
601,38;23,45
601,89;23,45
602,4;23,44
602,9;23,44
603,41;23,43
603,91;23,43
604,42;23,42
604,93;23,42
605,44;23,41
605,94;23,41
606,45;23,41
